mlsFNo,created_at,len_val,format_type
COM-2022-50,Apr  2 2026  3:26PM,19,OTHER
COM-2023-583,Apr  2 2026  3:22PM,19,OTHER
COM-2022-51,Apr  2 2026  3:22PM,19,OTHER
COM-2021-165,Apr  2 2026  3:19PM,19,OTHER
COM-2023-407,Apr  2 2026  3:15PM,19,OTHER
COM-2020-83,Apr  2 2026  3:01PM,19,OTHER
COM-2022-407,Apr  2 2026  3:01PM,19,OTHER
COM-2021-13,Apr  2 2026  2:44PM,19,OTHER
COM-2022-499,Apr  2 2026  2:43PM,19,OTHER
COM-2022-605,Apr  2 2026  2:30PM,19,OTHER
COM-2020-236,Apr  2 2026  2:28PM,19,OTHER
COM-2020-231,Apr  2 2026  2:18PM,19,OTHER
COM-2020-242,Apr  2 2026  2:09PM,19,OTHER
COM-2022-885,Apr  2 2026 12:33PM,19,OTHER
COM-2022-704,Apr  2 2026 12:33PM,19,OTHER
COM-2018-186,Apr  2 2026 12:28PM,19,OTHER
COM-2022-256,Apr  2 2026 12:23PM,19,OTHER
COM-2022-255,Apr  2 2026 12:21PM,19,OTHER
COM-2022-254,Apr  2 2026 12:16PM,19,OTHER
COM-2022-253,Apr  2 2026 12:15PM,19,OTHER
COM-2020-223,Apr  2 2026 12:00PM,19,OTHER
COM-2020-253,Apr  2 2026 11:49AM,19,OTHER
COM-2021-452,Apr  2 2026 11:35AM,19,OTHER
COM-2022-246,Apr  2 2026 11:34AM,19,OTHER
COM-2022-248,Apr  2 2026 11:33AM,19,OTHER
COM-2022-258,Apr  2 2026 11:33AM,19,OTHER
COM-2022-249,Apr  2 2026 11:29AM,19,OTHER
COM-2022-250,Apr  2 2026 11:29AM,19,OTHER
COM-2022-269,Apr  2 2026 11:28AM,19,OTHER
COM-2019-283,Apr  2 2026 10:57AM,19,OTHER
COM-2019-282,Apr  2 2026 10:53AM,19,OTHER
COM-2015-468,Apr  2 2026 10:38AM,19,OTHER
COM-2021-95,Apr  2 2026 10:34AM,19,OTHER
COM-2019-270,Apr  2 2026 10:29AM,19,OTHER
RES-2025-1684,Apr  2 2026 10:20AM,19,OTHER
COM-2021-61,Apr  2 2026 10:14AM,19,OTHER
COM-2019-289,Apr  2 2026 10:08AM,19,OTHER
COM-2021-168,Apr  2 2026 10:02AM,19,OTHER
COM-2018-96,Apr  1 2026  5:01PM,19,OTHER
COM-2015-465,Apr  1 2026  4:54PM,19,OTHER
COM-2018-54,Apr  1 2026  4:44PM,19,OTHER
COM-2015-495,Apr  1 2026  4:47PM,19,OTHER
COM-2018-164,Apr  1 2026  4:42PM,19,OTHER
COM-2015-494,Apr  1 2026  3:43PM,19,OTHER
COM-2020-86,Apr  1 2026  3:41PM,19,OTHER
COM-2015-553,Apr  1 2026  3:18PM,19,OTHER
COM-2015-552,Apr  1 2026  3:14PM,19,OTHER
COM-2015-554,Apr  1 2026  3:09PM,19,OTHER
COM-2015-571,Apr  1 2026  3:05PM,19,OTHER
COM-2015-572,Apr  1 2026  3:01PM,19,OTHER
COM-2015-551,Apr  1 2026  2:48PM,19,OTHER
COM-2015-538,Apr  1 2026  2:44PM,19,OTHER
COM-2015-537,Apr  1 2026  2:40PM,19,OTHER
COM-2020-84,Apr  1 2026  2:40PM,19,OTHER
COM-2016-381,Apr  1 2026  2:26PM,19,OTHER
COM-2020-82,Apr  1 2026  2:25PM,19,OTHER
COM-2020-81,Apr  1 2026  2:21PM,19,OTHER
COM-2016-362,Apr  1 2026  2:14PM,19,OTHER
COM-2015-536,Apr  1 2026 12:34PM,19,OTHER
COM-2015-535,Apr  1 2026 12:31PM,19,OTHER
COM-2016-336,Apr  1 2026 12:30PM,19,OTHER
COM-2015-534,Apr  1 2026 12:27PM,19,OTHER
COM-2015-533,Apr  1 2026 12:24PM,19,OTHER
COM-2019-173,Apr  1 2026 12:18PM,19,OTHER
COM-2015-519,Apr  1 2026 12:14PM,19,OTHER
COM-2015-517,Apr  1 2026 12:11PM,19,OTHER
COM-2016-248,Apr  1 2026 12:08PM,19,OTHER
COM-2015-515,Apr  1 2026 12:07PM,19,OTHER
COM-2016-391,Apr  1 2026 12:08PM,19,OTHER
COM-2015-562,Apr  1 2026 12:04PM,19,OTHER
COM-2016-386,Apr  1 2026 11:58AM,19,OTHER
COM-2015-565,Apr  1 2026 11:51AM,19,OTHER
COM-2017-520,Apr  1 2026 11:30AM,19,OTHER
COM-2016-230,Apr  1 2026 11:05AM,19,OTHER
RES-2022-5135,Apr  1 2026 11:00AM,19,OTHER
RES-2021-917,Apr  1 2026 10:43AM,19,OTHER
COM-2019-174,Apr  1 2026 10:37AM,19,OTHER
COM-2016-216,Apr  1 2026 10:33AM,19,OTHER
COM-2019-172,Apr  1 2026 10:12AM,19,OTHER
COM-2016-423,Apr  1 2026  9:59AM,19,OTHER
RES-2022-5142,Apr  1 2026  9:27AM,19,OTHER
RES-2022-5137,Apr  1 2026  9:23AM,19,OTHER
RES-2025-3175,Mar  2 2026 10:30AM,19,OTHER
COM-2015-478,Mar 31 2026  4:22PM,19,US_TEXT
COM-2015-470,Mar 31 2026  4:12PM,19,US_TEXT
COM-2016-253,Mar 31 2026  3:50PM,19,US_TEXT
COM-2015-539,Mar 31 2026  3:45PM,19,US_TEXT
COM-2015-540,Mar 31 2026  3:39PM,19,US_TEXT
COM-2019-38,Mar 31 2026  3:28PM,19,US_TEXT
COM-2015-547,Mar 31 2026  3:30PM,19,US_TEXT
RES-2012-7998,Mar 31 2026  3:18PM,19,US_TEXT
COM-2016-3,Mar 31 2026  3:18PM,19,US_TEXT
COM-2019-27,Mar 31 2026  3:17PM,19,US_TEXT
COM-2016-2,Mar 31 2026  3:14PM,19,US_TEXT
COM-2016-8,Mar 31 2026  3:10PM,19,US_TEXT
COM-2016-4,Mar 31 2026  3:06PM,19,US_TEXT
COM-2016-11,Mar 31 2026  3:00PM,19,US_TEXT
RES-2019-4353,Mar 31 2026  2:57PM,19,US_TEXT
COM-2016-10,Mar 31 2026  2:56PM,19,US_TEXT
COM-2017-115,Mar 31 2026  2:53PM,19,US_TEXT
COM-2016-9,Mar 31 2026  2:50PM,19,US_TEXT
COM-2017-84,Mar 31 2026  2:47PM,19,US_TEXT
COM-2016-7,Mar 31 2026  2:45PM,19,US_TEXT
COM-2019-80,Mar 31 2026  2:42PM,19,US_TEXT
RES-2022-6374,Mar 31 2026  2:41PM,19,US_TEXT
COM-2015-570,Mar 31 2026  2:27PM,19,US_TEXT
RES-2022-6372,Mar 31 2026  2:23PM,19,US_TEXT
COM-2019-83,Mar 31 2026  2:25PM,19,US_TEXT
RES-2022-6369,Mar 31 2026  2:20PM,19,US_TEXT
RES-2022-5082,Mar 31 2026 12:59PM,19,US_TEXT
RES-2022-5139,Mar 31 2026 12:55PM,19,US_TEXT
RES-2022-5133,Mar 31 2026 12:51PM,19,US_TEXT
RES-2021-919,Mar 31 2026 12:45PM,19,US_TEXT
RES-2022-5136,Mar 31 2026 12:43PM,19,US_TEXT
COM-2016-1,Mar 31 2026 12:25PM,19,US_TEXT
COM-2016-6,Mar 31 2026 12:22PM,19,US_TEXT
RES-2024-6045,Mar 31 2026 11:51AM,19,US_TEXT
RES-2023-6763,Mar 31 2026 11:47AM,19,US_TEXT
RES-2023-6762,Mar 31 2026 11:43AM,19,US_TEXT
COM-2016-5,Mar 31 2026 11:37AM,19,US_TEXT
COM-2017-112,Mar 31 2026 11:27AM,19,US_TEXT
RES-2024-6119,Mar 31 2026 11:23AM,19,US_TEXT
RES-2022-5077,Mar 31 2026 11:19AM,19,US_TEXT
RES-2022-5140,Mar 31 2026 11:15AM,19,US_TEXT
COM-2017-108,Mar 31 2026 11:15AM,19,US_TEXT
RES-2022-5079,Mar 31 2026 11:11AM,19,US_TEXT
RES-2020-4209,Mar 31 2026 11:08AM,19,US_TEXT
RES-2022-5083,Mar 31 2026 11:06AM,19,US_TEXT
RES-2022-5134,Mar 31 2026 11:01AM,19,US_TEXT
COM-2017-77,Mar 31 2026 11:01AM,19,US_TEXT
RES-2022-5080,Mar 31 2026 10:57AM,19,US_TEXT
RES-2024-808,Mar 31 2026 10:54AM,19,US_TEXT
RES-2022-5141,Mar 31 2026 10:53AM,19,US_TEXT
RES-2020-3967,Mar 31 2026 10:45AM,19,US_TEXT
RES-2020-3968,Mar 31 2026 10:39AM,19,US_TEXT
RES-2020-3970,Mar 31 2026 10:32AM,19,US_TEXT
RES-2020-3970,Mar 31 2026 10:29AM,19,US_TEXT
RES-2025-956,Mar 31 2026 10:26AM,19,US_TEXT
RES-2013-737,Mar 31 2026 10:21AM,19,US_TEXT
RES-2024-6121,Mar 31 2026 10:19AM,19,US_TEXT
RES-2016-720,Mar 31 2026 10:15AM,19,US_TEXT
RES-2022-5081,Mar 31 2026 10:14AM,19,US_TEXT
COM-2017-86,Mar 31 2026 10:11AM,19,US_TEXT
RES-2022-6371,Mar 31 2026 10:09AM,19,US_TEXT
RES-2022-6373,Mar 31 2026 10:04AM,19,US_TEXT
RES-2022-5138,Mar 31 2026  9:57AM,19,US_TEXT
COM-2017-85,Mar 31 2026 10:05AM,19,US_TEXT
RES-2022-5084,Mar 31 2026  9:54AM,19,US_TEXT
RES-2021-918,Mar 31 2026  9:50AM,19,US_TEXT
COM-2015-541,Mar 30 2026 12:00PM,19,US_TEXT
RES-2025-3124,Mar 28 2026  3:44PM,19,US_TEXT
RES-2025-3125,Mar 28 2026  2:50PM,19,US_TEXT
RES-2017-2403,Mar 28 2026  2:26PM,19,US_TEXT
COM-2010-39,Mar 30 2026  3:32PM,19,US_TEXT
RES-2022-7586,Mar 27 2026 11:05AM,19,US_TEXT
COM-2015-525,Apr  1 2026 11:42AM,19,OTHER
COM-2015-521,Apr  1 2026 11:02AM,19,OTHER
COM-2015-526,Mar 31 2026  2:53PM,19,US_TEXT
COM-2015-522,Mar 31 2026  2:39PM,19,US_TEXT
COM-2015-435,Apr  1 2026 11:20AM,19,OTHER
COM-2015-415,Apr  2 2026 11:14AM,19,OTHER
COM-2015-422,Apr  2 2026 10:30AM,19,OTHER
RES-2025-3176,Mar  2 2026 12:07PM,19,OTHER
RES-2024-2293,Mar  2 2026 10:25AM,19,OTHER
RES-2025-1213,Mar 17 2026 10:20AM,19,US_TEXT
RES-2025-4409,Mar 17 2026 10:16AM,19,US_TEXT
RES-2025-194,Mar 16 2026  2:51PM,19,US_TEXT
RES-2025-512,Mar 16 2026  2:42PM,19,US_TEXT
RES-2025-4604,Mar 16 2026  2:41PM,19,US_TEXT
RES-2025-4605,Mar 16 2026  2:37PM,19,US_TEXT
RES-2024-1661,Mar 16 2026  2:34PM,19,US_TEXT
RES-2025-3386,Mar 16 2026  2:33PM,19,US_TEXT
RES-2025-2724,Mar 16 2026  2:29PM,19,US_TEXT
RES-2025-702,Mar 16 2026  2:26PM,19,US_TEXT
RES-2025-63,Mar 16 2026  2:22PM,19,US_TEXT
RES-2025-4603,Mar 16 2026  2:21PM,19,US_TEXT
RES-2025-1006,Mar 16 2026  2:19PM,19,US_TEXT
RES-2026-10,Mar 16 2026  2:16PM,19,US_TEXT
RES-2025-2260,Mar 16 2026  2:16PM,19,US_TEXT
RES-2025-6048,Mar 16 2026  2:14PM,19,US_TEXT
RES-2025-567,Mar 16 2026  2:13PM,19,US_TEXT
RES-2025-5425,Mar 16 2026  2:10PM,19,US_TEXT
RES-2025-4607,Mar 16 2026  2:07PM,19,US_TEXT
RES-2025-4608,Mar 16 2026  2:02PM,19,US_TEXT
RES-2025-664,Mar 16 2026 12:35PM,19,US_TEXT
RES-2025-4545,Mar 16 2026 12:30PM,19,US_TEXT
RES-2024-5738,Mar 16 2026 12:16PM,19,US_TEXT
RES-2021-2815,Mar 16 2026 12:00PM,19,US_TEXT
RES-2025-1067,Mar 16 2026 11:38AM,19,US_TEXT
RES-2022-3152,Mar 16 2026 11:34AM,19,US_TEXT
RES-2021-4429,Mar 16 2026 11:30AM,19,US_TEXT
RES-2024-1995,Mar 16 2026 11:28AM,19,US_TEXT
RES-2023-6344,Mar 16 2026 11:25AM,19,US_TEXT
RES-2024-5651,Mar 16 2026 11:22AM,19,US_TEXT
RES-2023-5686,Mar 16 2026 11:19AM,19,US_TEXT
RES-2025-3866,Mar 16 2026 11:19AM,19,US_TEXT
RES-2023-6904,Mar 16 2026 11:16AM,19,US_TEXT
RES-2024-1994,Mar 16 2026 11:11AM,19,US_TEXT
RES-2025-138,Mar 16 2026 11:13AM,19,US_TEXT
RES-2023-191,Mar 16 2026 11:07AM,19,US_TEXT
RES-2025-513,Mar 16 2026 11:01AM,19,US_TEXT
RES-2022-357,Mar 16 2026 10:59AM,19,US_TEXT
RES-2025-1928,Mar 16 2026 10:57AM,19,US_TEXT
RES-2024-6150,Mar 16 2026 10:56AM,19,US_TEXT
RES-2025-924,Mar 16 2026 10:48AM,19,US_TEXT
RES-2003-7034,Mar 16 2026 10:47AM,19,US_TEXT
RES-2023-339,Mar 16 2026 10:46AM,19,US_TEXT
RES-2025-5681,Mar 16 2026 10:44AM,19,US_TEXT
RES-2023-918,Mar 16 2026 10:42AM,19,US_TEXT
RES-2024-2140,Mar 16 2026 10:41AM,19,US_TEXT
RES-2025-1139,Mar 16 2026 10:40AM,19,US_TEXT
RES-2025-1657,Mar 16 2026 10:37AM,19,US_TEXT
RES-2025-1642,Mar 16 2026 10:37AM,19,US_TEXT
RES-2024-6015,Mar 16 2026 10:32AM,19,US_TEXT
RES-2024-3766,Mar 16 2026 10:28AM,19,US_TEXT
RES-2025-581,Mar 16 2026 10:19AM,19,US_TEXT
RES-2025-1781,Mar 16 2026 10:12AM,19,US_TEXT
RES-2025-1117,Mar 16 2026 10:11AM,19,US_TEXT
RES-2024-1949,Mar 16 2026 10:08AM,19,US_TEXT
RES-2025-2278,Mar 16 2026 10:00AM,19,US_TEXT
RES-2025-5738,Mar 16 2026  9:50AM,19,US_TEXT
RES-2024-433,Mar 16 2026  9:41AM,19,US_TEXT
RES-2025-1138,Mar 16 2026  9:35AM,19,US_TEXT
RES-2024-6164,Mar 16 2026  9:28AM,19,US_TEXT
RES-2024-2227,Mar 16 2026  9:25AM,19,US_TEXT
RES-2025-1950,Mar 16 2026  9:19AM,19,US_TEXT
RES-2025-1136,Mar 15 2026  3:03PM,19,US_TEXT
RES-2025-5680,Mar 15 2026  2:59PM,19,US_TEXT
RES-2024-6328,Mar 14 2026 11:16AM,19,US_TEXT
RES-2025-1669,Mar 14 2026 11:10AM,19,US_TEXT
RES-2024-6340,Mar 14 2026 11:08AM,19,US_TEXT
RES-2024-3528,Mar 14 2026 11:05AM,19,US_TEXT
RES-2025-2152,Mar 14 2026 10:58AM,19,US_TEXT
RES-2024-4552,Mar 14 2026 10:56AM,19,US_TEXT
RES-2025-4535,Mar 14 2026 10:53AM,19,US_TEXT
RES-2025-41,Mar 14 2026 10:50AM,19,US_TEXT
RES-2022-432,Mar 14 2026 10:48AM,19,US_TEXT
RES-2024-4549,Mar 14 2026 10:48AM,19,US_TEXT
RES-2024-4560,Mar 14 2026 10:45AM,19,US_TEXT
RES-2024-829,Mar 14 2026 10:46AM,19,US_TEXT
RES-2023-5522,Mar 14 2026 10:40AM,19,US_TEXT
RES-2025-2290,Mar 14 2026 10:36AM,19,US_TEXT
RES-2024-4557,Mar 14 2026 10:35AM,19,US_TEXT
RES-2025-683,Mar 14 2026 10:33AM,19,US_TEXT
RES-2022-5803,Mar 14 2026 10:31AM,19,US_TEXT
RES-2024-2219,Mar 14 2026 10:25AM,19,US_TEXT
RES-2023-6850,Mar 14 2026 10:22AM,19,US_TEXT
RES-2025-1033,Mar 14 2026 10:20AM,19,US_TEXT
RES-2025-193,Mar 14 2026 10:19AM,19,US_TEXT
RES-2014-5894,Mar 14 2026 10:18AM,19,US_TEXT
RES-2025-580,Mar 14 2026 10:16AM,19,US_TEXT
RES-2025-2385,Mar 14 2026 10:15AM,19,US_TEXT
RES-2025-1203,Mar 14 2026 10:12AM,19,US_TEXT
RES-2025-1170,Mar 14 2026 10:11AM,19,US_TEXT
RES-2025-1153,Mar 14 2026 10:07AM,19,US_TEXT
RES-2024-5897,Mar 14 2026 10:07AM,19,US_TEXT
RES-2025-1933,Mar 14 2026 10:04AM,19,US_TEXT
RES-2025-684,Mar 14 2026 10:02AM,19,US_TEXT
RES-2024-479,Mar 14 2026  9:59AM,19,US_TEXT
RES-2023-6849,Mar 14 2026  9:58AM,19,US_TEXT
RES-2025-2279,Mar 14 2026  9:55AM,19,US_TEXT
RES-2025-1204,Mar 14 2026  9:54AM,19,US_TEXT
RES-2025-1982,Mar 14 2026  9:52AM,19,US_TEXT
RES-2024-2376,Mar 14 2026  9:51AM,19,US_TEXT
RES-2025-1991,Mar 14 2026  9:49AM,19,US_TEXT
RES-2024-4562,Mar 14 2026  9:46AM,19,US_TEXT
RES-2025-3882,Mar 13 2026  2:46PM,19,US_TEXT
RES-2025-1206,Mar 13 2026  2:44PM,19,US_TEXT
RES-2025-2532,Mar 13 2026  2:33PM,19,US_TEXT
RES-2025-2289,Mar 13 2026  2:18PM,19,US_TEXT
RES-2023-1355,Mar 13 2026  2:14PM,19,US_TEXT
RES-2025-2741,Mar 13 2026  2:14PM,19,US_TEXT
RES-2025-2058,Mar 13 2026  2:10PM,19,US_TEXT
RES-2025-4275,Mar 13 2026  2:06PM,19,US_TEXT
COM-2023-364,Mar 13 2026  2:00PM,19,US_TEXT
RES-2025-958,Mar 13 2026  1:59PM,19,US_TEXT
RES-2024-6046,Mar 13 2026 12:49PM,19,US_TEXT
RES-2025-2739,Mar 13 2026 12:48PM,19,US_TEXT
RES-2025-1939,Mar 13 2026 12:44PM,19,US_TEXT
RES-2025-953,Mar 13 2026 12:44PM,19,US_TEXT
RES-2024-6049,Mar 13 2026 12:40PM,19,US_TEXT
RES-2025-2035,Mar 13 2026 12:36PM,19,US_TEXT
RES-2025-5679,Mar 13 2026 12:37PM,19,US_TEXT
RES-2025-3129,Mar 13 2026 12:31PM,19,US_TEXT
COM-2026-58,Mar 13 2026 12:29PM,19,US_TEXT
RES-2025-957,Mar 13 2026 12:24PM,19,US_TEXT
RES-2023-6800,Mar 13 2026 12:21PM,19,US_TEXT
RES-2025-3077,Mar 13 2026 12:19PM,19,US_TEXT
RES-2025-3370,Mar 13 2026 12:16PM,19,US_TEXT
RES-2025-4589,Mar 13 2026 12:15PM,19,US_TEXT
RES-2026-9,Mar 13 2026 12:13PM,19,US_TEXT
RES-2025-5755,Mar 13 2026 12:17PM,19,US_TEXT
RES-2025-2243,Mar 13 2026 12:11PM,19,US_TEXT
IND-2023-341,Mar 13 2026 12:09PM,19,US_TEXT
RES-2025-4285,Mar 13 2026 12:06PM,19,US_TEXT
RES-2025-5669,Mar 13 2026 12:05PM,19,US_TEXT
RES-2025-4286,Mar 13 2026 12:04PM,19,US_TEXT
RES-2025-6130,Mar 13 2026 12:02PM,19,US_TEXT
RES-2024-3425,Mar 13 2026 11:59AM,19,US_TEXT
RES-2026-42,Mar 13 2026 11:59AM,19,US_TEXT
RES-2023-6963,Mar 13 2026 11:56AM,19,US_TEXT
RES-2025-5652,Mar 13 2026 11:49AM,19,US_TEXT
RES-2025-2561,Mar  9 2026  3:04PM,19,OTHER
RES-2025-6385,Mar  9 2026  3:03PM,19,OTHER
RES-2025-1650,Mar 13 2026 11:43AM,19,US_TEXT
RES-2024-2125,Mar 13 2026 11:41AM,19,US_TEXT
RES-2025-6056,Mar  9 2026  2:58PM,19,OTHER
RES-2025-1209,Mar 13 2026 11:38AM,19,US_TEXT
RES-2025-3361,Mar  9 2026  2:57PM,19,OTHER
RES-2025-4602,Mar 13 2026 11:35AM,19,US_TEXT
IND-2023-344,Mar  9 2026  2:55PM,19,OTHER
RES-2025-1934,Mar 13 2026 11:35AM,19,US_TEXT
RES-2025-1214,Mar 13 2026 11:32AM,19,US_TEXT
COM-2025-589,Mar  9 2026  2:52PM,19,OTHER
RES-2024-2372,Mar 13 2026 11:32AM,19,US_TEXT
RES-2025-5736,Mar 13 2026 11:30AM,19,US_TEXT
RES-2025-1670,Mar 13 2026 11:28AM,19,US_TEXT
RES-2025-5737,Mar 13 2026 11:27AM,19,US_TEXT
RES-2025-2062,Mar 13 2026 11:25AM,19,US_TEXT
RES-2025-4596,Mar  9 2026  2:49PM,19,OTHER
RES-2025-6237,Mar  9 2026  2:46PM,19,OTHER
RES-2025-2349,Mar 13 2026 11:21AM,19,US_TEXT
RES-2025-5653,Mar 13 2026 11:21AM,19,US_TEXT
RES-2025-2740,Mar 13 2026 11:18AM,19,US_TEXT
RES-2025-2241,Mar  9 2026  2:43PM,19,OTHER
IND-2025-20,Mar  9 2026  2:41PM,19,OTHER
RES-2025-3662,Mar 13 2026 11:14AM,19,US_TEXT
RES-2025-3116,Mar  9 2026  2:40PM,19,OTHER
RES-2024-5907,Mar 13 2026 11:10AM,19,US_TEXT
RES-2024-4558,Mar 13 2026 11:10AM,19,US_TEXT
RES-2024-5731,Mar  9 2026  2:37PM,19,OTHER
RES-2025-3011,Mar  9 2026  2:26PM,19,OTHER
RES-2024-280,Mar  9 2026  2:24PM,19,OTHER
RES-2024-5954,Mar  9 2026  2:22PM,19,OTHER
RES-2025-4606,Mar  9 2026  1:02PM,19,OTHER
RES-2025-2153,Mar 13 2026 10:38AM,19,US_TEXT
RES-2025-3210,Mar  9 2026 12:59PM,19,OTHER
RES-2024-4553,Mar 13 2026 10:35AM,19,US_TEXT
RES-2025-3205,Mar  9 2026 12:56PM,19,OTHER
RES-2025-1987,Mar 13 2026 10:32AM,19,US_TEXT
RES-2025-4392,Mar  9 2026 12:54PM,19,OTHER
RES-2025-1973,Mar 13 2026 10:23AM,19,US_TEXT
RES-2025-4609,Mar  9 2026 12:51PM,19,OTHER
RES-2025-113,Mar 13 2026 10:16AM,19,US_TEXT
RES-2025-5327,Mar  9 2026 12:48PM,19,OTHER
RES-2025-4986,Mar 13 2026 10:13AM,19,US_TEXT
RES-2023-1036,Mar  9 2026 12:45PM,19,OTHER
RES-2025-4558,Mar 13 2026 10:10AM,19,US_TEXT
RES-2025-1985,Mar 13 2026 10:08AM,19,US_TEXT
RES-2025-2242,Mar  9 2026 12:43PM,19,OTHER
RES-2025-5743,Mar  9 2026 12:40PM,19,OTHER
RES-2025-2244,Mar  9 2026 12:38PM,19,OTHER
RES-2015-3171,Mar  9 2026 12:37PM,19,OTHER
RES-2025-2993,Mar 13 2026  9:50AM,19,US_TEXT
COM-2025-8,Mar  9 2026 12:15PM,19,OTHER
RES-2024-6300,Mar  9 2026 12:08PM,19,OTHER
RES-2023-715,Mar 12 2026  3:06PM,19,US_TEXT
IND-2025-15,Mar  9 2026 11:56AM,19,OTHER
RES-2024-5593,Mar 12 2026  2:50PM,19,US_TEXT
RES-2025-3184,Mar  9 2026 11:52AM,19,OTHER
RES-2025-804,Mar 12 2026  2:48PM,19,US_TEXT
RES-2024-5714,Mar  9 2026 11:47AM,19,OTHER
RES-2024-4547,Mar 12 2026  2:36PM,19,US_TEXT
RES-2025-470,Mar  9 2026 11:46AM,19,OTHER
RES-2024-4550,Mar 12 2026  2:33PM,19,US_TEXT
RES-2025-471,Mar  9 2026 11:43AM,19,OTHER
RES-2024-4556,Mar 12 2026  2:30PM,19,US_TEXT
IND-2023-342,Mar  9 2026 11:43AM,19,OTHER
RES-2024-4554,Mar 12 2026  2:26PM,19,US_TEXT
RES-2024-1804,Mar 12 2026  2:22PM,19,US_TEXT
RES-2025-3908,Mar 12 2026  2:18PM,19,US_TEXT
RES-2025-2175,Mar  9 2026 11:40AM,19,OTHER
RES-2025-472,Mar  9 2026 11:40AM,19,OTHER
COM-2025-184,Mar  9 2026 11:36AM,19,OTHER
RES-2025-968,Mar 12 2026  2:06PM,19,US_TEXT
IND-2025-4,Mar  9 2026 11:33AM,19,OTHER
RES-2024-4555,Mar 12 2026  2:02PM,19,US_TEXT
RES-2024-4548,Mar 12 2026  1:59PM,19,US_TEXT
RES-2025-3685,Mar 12 2026  1:56PM,19,US_TEXT
RES-2025-2470,Mar  9 2026 11:27AM,19,OTHER
RES-2025-2330,Mar  9 2026 11:20AM,19,OTHER
COM-2025-588,Mar  9 2026 11:16AM,19,OTHER
RES-2025-1881,Mar  9 2026 11:15AM,19,OTHER
RES-2024-4559,Mar 12 2026 12:51PM,19,US_TEXT
RES-2025-1727,Mar 12 2026 12:47PM,19,US_TEXT
RES-2025-2159,Mar  9 2026 11:13AM,19,OTHER
RES-2025-3686,Mar 12 2026 12:44PM,19,US_TEXT
RES-2025-3113,Mar  9 2026 11:11AM,19,OTHER
RES-2025-1146,Mar 12 2026 12:39PM,19,US_TEXT
IND-2023-345,Mar  9 2026 11:09AM,19,OTHER
RES-2024-5607,Mar  9 2026 11:06AM,19,OTHER
RES-2025-48,Mar  9 2026 11:05AM,19,OTHER
RES-2025-5753,Mar  9 2026 10:57AM,19,OTHER
RES-2025-1996,Mar  9 2026 10:53AM,19,OTHER
RES-2025-3166,Mar  9 2026 10:51AM,19,OTHER
RES-2025-4851,Mar  9 2026 10:48AM,19,OTHER
RES-2025-1728,Mar  9 2026 10:48AM,19,OTHER
RES-2024-5994,Mar  9 2026 10:46AM,19,OTHER
IND-2024-9,Mar  9 2026 10:45AM,19,OTHER
RES-2025-952,Mar  9 2026 10:43AM,19,OTHER
RES-2025-3065,Mar  9 2026 10:39AM,19,OTHER
RES-2024-3891,Mar  9 2026 10:36AM,19,OTHER
RES-2025-5744,Mar  9 2026 10:36AM,19,OTHER
RES-2025-1686,Mar  9 2026 10:36AM,19,OTHER
RES-2025-2220,Mar  9 2026 10:33AM,19,OTHER
RES-2024-5647,Mar  9 2026 10:32AM,19,OTHER
IND-2024-25,Mar  9 2026 10:29AM,19,OTHER
